,location,course_link,duration,entry_score,course_qualification,intakes
410,United Kingdom,https://www.idp.com/global/Categories/Anglia-Ruskin-University/Bachelor-of-Science-Honors-in-Accounting-and-Finance-with-foundation-year/p/PRG-UK-00370250,4 Year(s),5.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
411,United Kingdom,https://www.idp.com/global/Categories/Aston-University/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00071109,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,['september']
412,United Kingdom,https://www.idp.com/global/Categories/University-of-South-Wales/MSc-Forensic-Audit-and-Accounting-September-Start/p/PRG-UK-00072453,1 Year(s),6.0 IELTS,Masters Degree (Taught),['september']
413,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BA-Hons-Forensic-Accounting/p/PRG-UK-00072561,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
414,United Kingdom,https://www.idp.com/global/Categories/University-of-Bradford/Finance-Accounting-and-Management-MSc/p/PRG-UK-00075732,1 Year(s),6.0 IELTS,Masters Degree (Taught),"['january', 'september']"
415,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/Accounting-and-Financial-Management-Top-Up-BA-Hons/p/PRG-UK-00079643,1 Year(s),6.0 IELTS,Bachelor Degree with Honours,"['january', 'feb', 'october']"
416,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/Bachelor-of-Science-Honors-in-Accounting-and-Finance/p/PRG-UK-00096576,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,"['january', 'september']"
417,Australia,https://www.idp.com/global/Categories/Kaplan-Business-School/Graduate-Certificate-in-Accounting/p/PRG-AU-00060811,8 Month(s),6.0 IELTS,Graduate Certificate,"['march', 'july', 'november']"
418,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Business/p/PRG-UK-00104341,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,['september']
419,United Kingdom,https://www.idp.com/global/Categories/Oxford-Brookes-University/Accounting-and-Finance-Msc/p/PRG-UK-00114321,1 Year(s),6.0 IELTS,Masters Degree (Taught),['september']
