,location,course_link,duration,entry_score,course_qualification,intakes
1699,United States,https://www.idp.com/global/Categories/Art-and-Design/Fine-Art/Master-of-Fine-Arts-in-Sculpture/p/PRG-US-00191937,4 Semester(s),6.0 IELTS,Masters Degree,"['january', 'september']"
1700,United States,https://www.idp.com/global/Categories/University-of-Massachusetts---Dartmouth/Master-of-Fine-Arts-in-Visual-Design/p/PRG-US-00191939,4 Semester(s),6.0 IELTS,Masters Degree,"['january', 'september']"
1701,United States,https://www.idp.com/global/Categories/Art-and-Design/Fine-Art/Master-of-Fine-Arts-in-Illustration/p/PRG-US-00191944,4 Semester(s),6.0 IELTS,Masters Degree,"['january', 'september']"
1702,United States,https://www.idp.com/global/Categories/University-of-Massachusetts---Dartmouth/Graduate-Certificate-in-Fine-Arts/p/PRG-US-00191978,1 Semester(s),6.0 IELTS,Graduate Certificate,"['january', 'september']"
1703,United States,https://www.idp.com/global/Categories/University-of-Texas---Arlington/Master-of-Fine-Arts/p/PRG-US-00192042,6 Semester(s),6.5 IELTS,Masters Degree,"['january', 'may', 'august']"
1704,United States,https://www.idp.com/global/Categories/School-of-the-Art-Institute-of-Chicago/Bachelor-of-Fine-Arts-in-Studio/p/PRG-US-00192207,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
1705,United States,https://www.idp.com/global/Categories/School-of-the-Art-Institute-of-Chicago/Bachelor-of-Fine-Arts-with-an-Emphasis-in-Art-Education/p/PRG-US-00192210,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
1706,United States,https://www.idp.com/global/Categories/School-of-the-Art-Institute-of-Chicago/Master-of-Fine-Arts-in-Studio/p/PRG-US-00192280,4 Semester(s),6.5 IELTS,Masters Degree,['september']
1707,United States,https://www.idp.com/global/Categories/School-of-the-Art-Institute-of-Chicago/Master-of-Arts-in-Art-Therapy-and-Counseling/p/PRG-US-00192305,6 Semester(s),7.0 IELTS,Masters Degree,['september']
1708,United States,https://www.idp.com/global/Categories/School-of-the-Art-Institute-of-Chicago/Post-Baccalaureate-Certificate-in-Fashion-Body-and-Garment/p/PRG-US-00192393,3 Semester(s),6.5 IELTS,Graduate Certificate,['september']
1709,United States,https://www.idp.com/global/Categories/School-of-the-Art-Institute-of-Chicago/Post-Baccalaureate-Certificate-in-Studio-Art-and-Technology-Studies/p/PRG-US-00192399,2 Semester(s),6.5 IELTS,Graduate Certificate,['september']
