,location,course_link,duration,entry_score,course_qualification,intakes
2287,United Kingdom,https://www.idp.com/global/Categories/University-of-Plymouth/BA-Hons-Creative-Media/p/PRG-UK-00341035,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2288,United Kingdom,https://www.idp.com/global/Categories/University-of-Plymouth/BA-Hons-Photography-with-Foundation/p/PRG-UK-00341079,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2289,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/BA-Hons-Concept-and-Comic-Art/p/PRG-UK-00341114,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2290,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/MPhilPhD-Art-and-Media/p/PRG-UK-00341430,3 Year(s),6.5 IELTS,Ph.D.,"['january', 'feb', 'april', 'october']"
2291,United Kingdom,https://www.idp.com/global/Categories/Staffordshire-University/BA-Hons-Film-and-Media-Production-With-Placement-Year/p/PRG-UK-00343512,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2292,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/BA-Hons-Digital-Content-Creation/p/PRG-UK-00343542,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2293,United Kingdom,https://www.idp.com/global/Categories/Staffordshire-University/BA-Hons-Digital-Content-Creation-with-a-foundation-year/p/PRG-UK-00343546,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2294,United Kingdom,https://www.idp.com/global/Categories/Staffordshire-University/BA-Hons-Film-and-Media-Production-Advertising-Film/p/PRG-UK-00344321,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2295,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/Advertising/MSc-in-Advertising-and-Marketing-Communications/p/PRG-UK-00345934,1 Year(s),6.5 IELTS,Masters Degree (Taught),['january']
2296,United Kingdom,https://www.idp.com/global/Categories/SOAS-University-of-London/MA-Global-Media-and-Communications/p/PRG-UK-00347170,1 Year(s),7.0 IELTS,Masters Degree (Taught),['september']
2297,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/Advertising/MSc-Marketing-and-Brand-Management/p/PRG-UK-00348088,1 Year(s),6.5 IELTS,Masters Degree (Taught),"['january', 'september']"
2298,United Kingdom,https://www.idp.com/global/Categories/Keele-University/BA-Hons-Media-Communications-and-Creative-Practice/p/PRG-UK-00348250,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2299,United Kingdom,https://www.idp.com/global/Categories/Nottingham-Trent-University/MSc-Marketing-and-Brand-Management-Sandwich-year/p/PRG-UK-00359984,2 Year(s),6.5 IELTS,Masters Degree (Taught),"['january', 'september']"
2300,United Kingdom,https://www.idp.com/global/Categories/University-of-Chester/Journalism-MA/p/PRG-UK-00365820,1 Year(s),6.5 IELTS,Masters Degree (Taught),['october']
2301,United Kingdom,https://www.idp.com/global/Categories/University-of-Chester/Sports-Journalism-BA-Hons/p/PRG-UK-00366154,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2302,United Kingdom,https://www.idp.com/global/Categories/University-of-Chester/Media-and-Television-Production-BA-Hons/p/PRG-UK-00366277,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2303,United Kingdom,https://www.idp.com/global/Categories/University-of-Chester/Photography-BA-Hons/p/PRG-UK-00366281,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2304,United Kingdom,https://www.idp.com/global/Categories/University-of-Chester/Photography-with-Foundation-Year-BA-Hons/p/PRG-UK-00366285,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2305,United Kingdom,https://www.idp.com/global/Categories/University-of-Chester/Journalism-BA-Hons/p/PRG-UK-00366300,3 Year(s),6.0 IELTS,Undergraduate Masters,['september']
2306,United Kingdom,https://www.idp.com/global/Categories/University-of-Chester/Journalism-and-English-Literature-BA-Hons/p/PRG-UK-00366305,3 Year(s),6.0 IELTS,Undergraduate Masters,['september']
2307,United Kingdom,https://www.idp.com/global/Categories/University-of-Chester/Music-Journalism-with-Foundation-Year-BA-Hons/p/PRG-UK-00366317,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2308,United Kingdom,https://www.idp.com/global/Categories/University-of-Chester/Music-Journalism-BA-Hons/p/PRG-UK-00366315,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2309,United Kingdom,https://www.idp.com/global/Categories/Glasgow-Caledonian-University/BA-Hons-Multimedia-Journalism/p/PRG-UK-00367483,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2310,United Kingdom,https://www.idp.com/global/Categories/Glasgow-Caledonian-University/BSc-Hons-3D-Animation-and-Visualisation-Year-3-entry/p/PRG-UK-00367488,2 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2311,United Kingdom,https://www.idp.com/global/Categories/Glasgow-Caledonian-University/BSc-Hons-Audio-Technology/p/PRG-UK-00367522,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2312,United Kingdom,https://www.idp.com/global/Categories/Birmingham-City-University/BSc-Hons-Digital-Film-Production-with-a-Foundation-Year/p/PRG-UK-00370297,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2313,United Kingdom,https://www.idp.com/global/Categories/Birmingham-City-University/BSc-Hons-Sports-Journalism-with-a-Foundation-Year/p/PRG-UK-00370303,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2314,United Kingdom,https://www.idp.com/global/Categories/Anglia-Ruskin-University/Bachelor-of-Arts-Honors-in-Digital-Media-Production-with-foundation-year/p/PRG-UK-00370424,4 Year(s),5.5 IELTS,Bachelor Degree with Honours,['september']
2315,United Kingdom,https://www.idp.com/global/Categories/Anglia-Ruskin-University/Bachelor-of-Arts-Honors-in-Film-with-foundation-year/p/PRG-UK-00370454,4 Year(s),5.5 IELTS,Bachelor Degree with Honours,['september']
2316,United Kingdom,https://www.idp.com/global/Categories/Anglia-Ruskin-University/Bachelor-of-Arts-Honors-in-Film-Production-with-placement/p/PRG-UK-00370462,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2317,United Kingdom,https://www.idp.com/global/Categories/Anglia-Ruskin-University/Bachelor-of-Arts-Honors-in-Film-and-Media-with-placement/p/PRG-UK-00370458,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2318,United Kingdom,https://www.idp.com/global/Categories/Anglia-Ruskin-University/Bachelor-of-Arts-Honors-in-Illustration-and-Animation-with-placement/p/PRG-UK-00370504,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2319,United Kingdom,https://www.idp.com/global/Categories/Anglia-Ruskin-University/Bachelor-of-Arts-Honors-in-Photography-with-placement/p/PRG-UK-00370597,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2320,United Kingdom,https://www.idp.com/global/Categories/Aberystwyth-University/BA-Hons-Photography-Film-and-Television-Studies/p/PRG-UK-00370812,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,['october']
2321,United Kingdom,https://www.idp.com/global/Categories/Aberystwyth-University/BA-Hons-Film-and-Television-Studies-with-integrated-foundation-year/p/PRG-UK-00370844,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,['october']
2322,United Kingdom,https://www.idp.com/global/Categories/Aberystwyth-University/BA-Hons-Information-Studies-and-Media/p/PRG-UK-00370931,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,['october']
2323,United Kingdom,https://www.idp.com/global/Categories/Anglia-Ruskin-University/Masters-of-Arts-in-Publishing/p/PRG-UK-00370934,17 Month(s),6.5 IELTS,Masters Degree (Taught),['january']
2324,United Kingdom,https://www.idp.com/global/Categories/Anglia-Ruskin-University/Master-of-Philosophy-MPhil-in-Film-Studies-and-Media-Studies/p/PRG-UK-00370993,1 Year(s),6.5 IELTS,Masters Degree (Research),"['january', 'april', 'september']"
2325,United Kingdom,https://www.idp.com/global/Categories/Anglia-Ruskin-University/Bachelor-of-Arts-Honors-in-Writing-and-Film-Studies-with-foundation-year/p/PRG-UK-00371143,4 Year(s),5.5 IELTS,Bachelor Degree with Honours,['september']
2326,United Kingdom,https://www.idp.com/global/Categories/Nottingham-Trent-University/MSc-in-Advertising-and-Marketing-Communications-placement-year/p/PRG-UK-00371465,2 Year(s),6.5 IELTS,Masters Degree (Taught),['january']
2327,United Kingdom,https://www.idp.com/global/Categories/Nottingham-Trent-University/MSc-in-Advertising-and-Marketing-Communications-placement-year-September/p/PRG-UK-00371467,2 Year(s),6.5 IELTS,Masters Degree (Taught),['september']
2328,United Kingdom,https://www.idp.com/global/Categories/Nottingham-Trent-University/MSc-in-Advertising-and-Marketing-Communications-September/p/PRG-UK-00371466,1 Year(s),6.5 IELTS,Masters Degree (Taught),['september']
2329,United Kingdom,https://www.idp.com/global/Categories/Nottingham-Trent-University/PGDip-Broadcast-Journalism/p/PRG-UK-00371531,1 Year(s),6.5 IELTS,Graduate Diploma,"['january', 'september']"
