,location,course_link,duration,entry_score,course_qualification,intakes
6519,Australia,https://www.idp.com/global/Categories/Murdoch-University/Study-Abroad-Program-2-Semesters-Excludes-Veterinary-Science-Not-For-AwardInternal-Specialised-Study-Abroad-Certificate-Fees-Non-Vet-Partner-Pays-Single-Oshc-Student-Pays/p/PRG-AU-00243180,2 Semester(s),6.0 IELTS,Study Abroad,"['feb', 'july']"
6520,United States,https://www.idp.com/global/Categories/DePaul-University---StudyGroup-USA/Master-of-Arts-in-Educational-Leadership/p/PRG-US-00339785,5 Semester(s),7.5 IELTS,Masters Degree,"['january', 'march', 'june', 'september']"
6521,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Undergraduate-Global-Pathway-Program-Extended-4-Quarter/p/PRG-US-00339779,12 Month(s),,Foundation for Undergraduate,"['january', 'june', 'september']"
6522,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Undergraduate-Global-Pathway-Program-Extended-Plus-5-Quarter/p/PRG-US-00339781,15 Month(s),,Foundation for Undergraduate,"['january', 'june', 'september']"
6523,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Graduate-Global-Pathway-Program-CDM-Standard-2-Quarter/p/PRG-US-00339787,6 Month(s),,Foundation for Postgraduate,"['january', 'june', 'september']"
6524,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Master-of-Education-in-Elementary-Education/p/PRG-US-00339802,4 Semester(s),7.5 IELTS,Masters Degree,"['january', 'march', 'june', 'september']"
6525,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Graduate-Global-Pathway-Program-KGSB-Standard-2-Quarter/p/PRG-US-00339792,6 Month(s),,Foundation for Postgraduate,"['january', 'june', 'september']"
6526,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Graduate-Global-Pathway-Program-KGSB-Standard-3-Quarter/p/PRG-US-00339791,9 Month(s),,Foundation for Postgraduate,"['january', 'june', 'september']"
6527,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Master-of-Arts-in-Early-Childhood-Education/p/PRG-US-00339797,4 Semester(s),7.5 IELTS,Masters Degree,"['january', 'march', 'june', 'september']"
6528,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Master-of-Education-in-Reading-Specialist/p/PRG-US-00339916,4 Semester(s),7.5 IELTS,Masters Degree,"['january', 'march', 'june', 'september']"
6529,United States,https://www.idp.com/global/Categories/DePaul-University---StudyGroup-USA/Master-of-Education-in-Special-Education-Pre-Service-Special-Education/p/PRG-US-00339931,4 Semester(s),7.5 IELTS,Masters Degree,['september']
6530,Canada,https://www.idp.com/global/Categories/Trent-University/Bachelor-of-Science-in-Education-Teacher-Education-Stream-Honours/p/PRG-CA-00070550,8 Semester(s),6.5 IELTS,Bachelor Degree with Honours,['september']
6531,Canada,https://www.idp.com/global/Categories/Saskatchewan-Polytechnic/Certificate-in-Educational-Assistant/p/PRG-CA-00070611,36 Week(s),6.5 IELTS,Bachelor Degree,['september']
6532,Canada,https://www.idp.com/global/Categories/University-of-Prince-Edward-Island/Bachelor-of-Education/p/PRG-CA-00070642,1 Year(s),7.0 IELTS,Bachelor Degree,"['january', 'september']"
6533,Canada,https://www.idp.com/global/Categories/Ryerson-University/Master-of-Arts-in-Early-Childhood-Studies/p/PRG-CA-00071699,1 Year(s),7.0 IELTS,Masters Degree,['september']
