,area of study,course_name,university_name,course_fee,course_link
12,information-science-and-librarianship,Doctor of Philosophy in Interdisciplinary Studies,University of Alabama,"USD 90,750",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/General-Studies/Doctor-of-Philosophy-in-Interdisciplinary-Studies/p/PRG-US-00032837
13,information-science-and-librarianship,Associate in Arts in Liberal Arts and Sciences,Hillsborough Community College,"USD 22,777",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/Liberal-Arts-and-Sciences/Associate-in-Arts-in-Liberal-Arts-and-Sciences/p/PRG-US-00043766
14,information-science-and-librarianship,Associate of Arts - General Arts,Columbia College,"CAD 33,000",https://www.idp.com/global/Categories/Columbia-College/Associate-of-Arts-General-Arts/p/PRG-CA-00086401
15,information-science-and-librarianship,Bachelor of Arts in Liberal Arts,Duquesne University,"USD 167,568",https://www.idp.com/global/Categories/Duquesne-University/Bachelor-of-Arts-in-Liberal-Arts/p/PRG-US-00158198
16,information-science-and-librarianship,Bachelor of Interdisciplinary Studies,University of Missouri - St. Louis,"USD 119,880",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/General-Studies/Bachelor-of-Interdisciplinary-Studies/p/PRG-US-00026950
17,information-science-and-librarianship,Associate in Arts in General Studies,Bellevue College,"USD 19,373",https://www.idp.com/global/Categories/Bellevue-College/Associate-in-Arts-in-General-Studies/p/PRG-US-00038115
18,information-science-and-librarianship,Associate in Arts and Sciences (Direct Transfer Agreement),Bellevue College,"USD 19,373",https://www.idp.com/global/Categories/Bellevue-College/Associate-in-Arts-and-Sciences-Direct-Transfer-Agreement/p/PRG-US-00038122
19,information-science-and-librarianship,Associate of Arts,Kent State University,"USD 37,046",https://www.idp.com/global/Categories/Kent-State-University/Associate-of-Arts/p/PRG-US-00362475
20,information-science-and-librarianship,Associate of Science,Kent State University,"USD 37,046",https://www.idp.com/global/Categories/Kent-State-University/Associate-of-Science/p/PRG-US-00362478
21,information-science-and-librarianship,Master of Museum and Heritage Studies,The Australian National University,"AUD 88,940",https://www.idp.com/global/Categories/The-Australian-National-University/Master-of-Museum-and-Heritage-Studies/p/PRG-AU-00158106
22,information-science-and-librarianship,Associate of Arts in General Studies,Kwantlen Polytechnic University,"CAD 40,271",https://www.idp.com/global/Categories/Kwantlen-Polytechnic-University/Associate-of-Arts-in-General-Studies/p/PRG-CA-00093088
23,information-science-and-librarianship,Adult Secondary Program,Columbia College,"CAD 11,000",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/General-Studies/Adult-Secondary-Program/p/PRG-CA-00218585
24,information-science-and-librarianship,Associate of Arts,Capilano University,"CAD 36,420",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/General-Studies/Associate-of-Arts/p/PRG-CA-00149104
25,information-science-and-librarianship,MA World Heritage Studies,University of Birmingham,"GBP 20,040",https://www.idp.com/global/Categories/University-of-Birmingham/MA-World-Heritage-Studies/p/PRG-UK-00108002
26,information-science-and-librarianship,Master of Information Management,RMIT University,"AUD 78,720",https://www.idp.com/global/Categories/RMIT-University/Master-of-Information-Management/p/PRG-AU-00100559
27,information-science-and-librarianship,Master of Museum and Heritage Studies,The University of Sydney,"AUD 41,500",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/Librarianship/Master-of-Museum-and-Heritage-Studies/p/PRG-AU-00110596
28,information-science-and-librarianship,Master of Arts in Curating Contemporary Design (in partnership with the De...,Kingston University London,"GBP 17,800",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/Librarianship/Master-of-Arts-in-Curating-Contemporary-Design-in-partnership-with-the-Design-Museum/p/PRG-UK-00080705
29,information-science-and-librarianship,Master of Museum and Heritage Studies,The University of Sydney,"AUD 62,250",https://www.idp.com/global/Categories/The-University-of-Sydney/Master-of-Museum-and-Heritage-Studies/p/PRG-AU-00330896
30,information-science-and-librarianship,MA Art Gallery and Museum Studies,University of Manchester,"GBP 19,000",https://www.idp.com/global/Categories/University-of-Manchester/MA-Art-Gallery-and-Museum-Studies/p/PRG-UK-00069162
31,information-science-and-librarianship,Master of Arts in Curating Contemporary Design (in partnership with the De...,Kingston University London,"GBP 35,600",https://www.idp.com/global/Categories/Kingston-University-London/Master-of-Arts-in-Curating-Contemporary-Design-in-partnership-with-the-Design-Museum-including-Professional-Placement/p/PRG-UK-00275669
32,information-science-and-librarianship,"Art Museum and Gallery Studies MA, PGDip",Newcastle University,"GBP 18,600",https://www.idp.com/global/Categories/Newcastle-University/Art-Museum-and-Gallery-Studies-MA-PGDip/p/PRG-UK-00069636
33,information-science-and-librarianship,MA Museum and Artefact Studies,Durham University,"GBP 19,500",https://www.idp.com/global/Categories/Durham-University/MA-Museum-and-Artefact-Studies/p/PRG-UK-00080961
34,information-science-and-librarianship,Bachelor of Arts in General Studies (Okanagan),University of British Columbia,"CAD 158,294",https://www.idp.com/global/Categories/University-of-British-Columbia/Bachelor-of-Arts-in-General-Studies-Okanagan/p/PRG-CA-00089002
35,information-science-and-librarianship,Bachelor of Science in Interdisciplinary Science (4 years),Laurentian University,"CAD 103,840",https://www.idp.com/global/Categories/Laurentian-University/Bachelor-of-Science-in-Interdisciplinary-Science-4-years/p/PRG-CA-00175272
36,information-science-and-librarianship,Bachelor of Arts in Indigenous Studies,University of Victoria,"CAD 103,440",https://www.idp.com/global/Categories/University-of-Victoria/Bachelor-of-Arts-in-Indigenous-Studies/p/PRG-CA-00322069
37,information-science-and-librarianship,Curating - MA,University of Kent,"GBP 16,800",https://www.idp.com/global/Categories/University-of-Kent/Curating-MA/p/PRG-UK-00099949
38,information-science-and-librarianship,Master of Museum Studies,The University of Queensland,"AUD 47,616",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/Librarianship/Master-of-Museum-Studies/p/PRG-AU-00061236
39,information-science-and-librarianship,Ontario College Diploma in General Arts and Science,George Brown College,"CAD 30,380",https://www.idp.com/global/Categories/George-Brown-College/Ontario-College-Diploma-in-General-Arts-and-Science/p/PRG-CA-00092193
40,information-science-and-librarianship,Associate of Arts,University of the Fraser Valley,"CAD 30,864",https://www.idp.com/global/Categories/University-of-the-Fraser-Valley/Associate-of-Arts/p/PRG-CA-00281144
41,information-science-and-librarianship,Bachelor of Science in General Science [General],University of Windsor,"CAD 86,640",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/General-Studies/Bachelor-of-Science-in-General-Science-General/p/PRG-CA-00103666
42,information-science-and-librarianship,Master of Information Management,RMIT University,"AUD 59,040",https://www.idp.com/global/Categories/RMIT-University/Master-of-Information-Management/p/PRG-AU-00100558
43,information-science-and-librarianship,Bachelor of Science in General Science,Memorial University of Newfoundland,"CAD 45,840",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/General-Studies/Bachelor-of-Science-in-General-Science/p/PRG-CA-00089844
44,information-science-and-librarianship,Master of Archives and Records Management (International Pathway),University of Liverpool,"GBP 18,900",https://www.idp.com/global/Categories/University-of-Liverpool/Master-of-Archives-and-Records-Management-International-Pathway/p/PRG-UK-00170570
45,information-science-and-librarianship,Associate of Arts,Thompson Rivers University,"CAD 35,648",https://www.idp.com/global/Categories/Thompson-Rivers-University/Associate-of-Arts/p/PRG-CA-00177696
46,information-science-and-librarianship,Senior Secondary Program,Columbia College,"CAD 44,000",https://www.idp.com/global/Categories/Information-Science-and-Librarianship/General-Studies/Senior-Secondary-Program/p/PRG-CA-00218584
47,information-science-and-librarianship,MARM/PGDipARM Archives and Records Management,University of Liverpool,"GBP 18,900",https://www.idp.com/global/Categories/University-of-Liverpool/MARMPGDipARM-Archives-and-Records-Management/p/PRG-UK-00079711
48,information-science-and-librarianship,Master of Arts in Museum and Gallery Studies,Kingston University London,"GBP 17,800",https://www.idp.com/global/Categories/Kingston-University-London/Master-of-Arts-in-Museum-and-Gallery-Studies/p/PRG-UK-00080480
