,area of study,course_name,university_name,course_fee,course_link
2473,history,Bachelor of Arts in History,Louisiana State University - Shorelight,"USD 114,556",https://www.idp.com/global/Categories/Louisiana-State-University---Shorelight/Bachelor-of-Arts-in-History/p/PRG-US-00176298
2474,history,Master of Arts in Art History,Louisiana State University - Shorelight,"USD 44,184",https://www.idp.com/global/Categories/Louisiana-State-University---Shorelight/Master-of-Arts-in-Art-History/p/PRG-US-00176425
2475,history,Master of Arts in History,Louisiana State University - Shorelight,"USD 44,184",https://www.idp.com/global/Categories/Louisiana-State-University---Shorelight/Master-of-Arts-in-History/p/PRG-US-00176612
2476,history,Bachelor of Arts in History (Beaufort),University of South Carolina - Shorelight,"USD 140,632",https://www.idp.com/global/Categories/University-of-South-Carolina---Shorelight/Bachelor-of-Arts-in-History-Beaufort/p/PRG-US-00176706
2477,history,Bachelor of Arts in History (Upstate),University of South Carolina - Shorelight,"USD 140,632",https://www.idp.com/global/Categories/University-of-South-Carolina---Shorelight/Bachelor-of-Arts-in-History-Upstate/p/PRG-US-00176794
2478,history,Doctor of Philosophy in Art History and Education - Art and Visual Culture...,University of Arizona,"USD 78,400",https://www.idp.com/global/Categories/University-of-Arizona/Doctor-of-Philosophy-in-Art-History-and-Education-Art-and-Visual-Culture-Education/p/PRG-US-00177044
2479,history,Doctor of Philosophy in Art History and Education - Art History,University of Arizona,"USD 78,400",https://www.idp.com/global/Categories/University-of-Arizona/Doctor-of-Philosophy-in-Art-History-and-Education-Art-History/p/PRG-US-00177045
2480,history,Bachelor of Arts in Liberal Arts and Sciences - History Teaching,University of Illinois - Urbana-Champaign,"USD 128,376",https://www.idp.com/global/Categories/University-of-Illinois---Urbana-Champaign/Bachelor-of-Arts-in-Liberal-Arts-and-Sciences-History-Teaching/p/PRG-US-00179031
2481,history,Graduate Certificate in Studies in History,"University of Nevada, Reno","USD 7,826",https://www.idp.com/global/Categories/University-of-Nevada%2C-Reno/Graduate-Certificate-in-Studies-in-History/p/PRG-US-00185351
2482,history,Master of Arts in History,Texas A and M University - Corpus Christi,"USD 17,492",https://www.idp.com/global/Categories/Texas-A-and-M-University---Corpus-Christi/Master-of-Arts-in-History/p/PRG-US-00185790
2483,history,Bachelor of Arts - History of Art,Tulane University,"USD 228,200",https://www.idp.com/global/Categories/Tulane-University/Bachelor-of-Arts-History-of-Art/p/PRG-US-00192306
2484,history,Bachelor of Arts in History,Tulane University,"USD 228,200",https://www.idp.com/global/Categories/Tulane-University/Bachelor-of-Arts-in-History/p/PRG-US-00192443
2485,history,Bachelor of Science in History,Minnesota State University - Mankato,"USD 62,746",https://www.idp.com/global/Categories/Minnesota-State-University---Mankato/Bachelor-of-Science-in-History/p/PRG-US-00192491
