,location,course_link,duration,entry_score,course_qualification,intakes
9512,Australia,https://www.idp.com/global/Categories/La-Trobe-University/Master-of-Financial-Analysis-and-Master-of-Business-Administration/p/PRG-AU-00362746,2 Year(s),6.5 IELTS,Masters Degree (Coursework),"['march', 'july']"
9513,Australia,https://www.idp.com/global/Categories/The-University-of-Adelaide/Bachelor-of-Business-in-Management/p/PRG-AU-00364315,3 Year(s),6.5 IELTS,Bachelor Degree,"['march', 'july']"
9514,Australia,https://www.idp.com/global/Categories/The-University-of-Adelaide/Bachelor-of-Commerce-Accounting/p/PRG-AU-00364876,3 Year(s),6.5 IELTS,Bachelor Degree,"['march', 'july']"
9515,Australia,https://www.idp.com/global/Categories/The-University-of-Adelaide/Bachelor-of-Commerce/p/PRG-AU-00367052,6 Semester(s),6.5 IELTS,Bachelor Degree,"['feb', 'march', 'july']"
9516,Australia,https://www.idp.com/global/Categories/La-Trobe-University/Graduate-Diploma-in-Business-Administration/p/PRG-AU-00373863,1 Year(s),6.5 IELTS,Graduate Diploma,"['march', 'april', 'july', 'september', 'november']"
9517,Australia,https://www.idp.com/global/Categories/The-University-of-Adelaide/Graduate-Diploma-in-Business-Analytics/p/PRG-AU-00374910,1 Year(s),6.5 IELTS,Graduate Diploma,['july']
9518,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Master-of-Business-AdministrationMasters-of-Agriculture/p/PRG-CA-00088673,2 Year(s),6.5 IELTS,Masters Degree,['september']
9519,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Bachelor-of-Science-in-AgriculturalFood-Business-Management-Food-Business-Management/p/PRG-CA-00088738,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9520,Canada,https://www.idp.com/global/Categories/Business/Sports-Management/Advanced-Diploma-in-Sport-Management/p/PRG-CA-00089944,6 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'september']"
9521,Canada,https://www.idp.com/global/Categories/Business/Security-Services/Diploma-in-Protection-Security-and-Investigation/p/PRG-CA-00089955,4 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'september']"
9522,Canada,https://www.idp.com/global/Categories/Concordia-University/Bachelor-of-Commerce-in-Supply-Chain-Operations-Management/p/PRG-CA-00090368,4 Year(s),7.0 IELTS,Bachelor Degree,"['january', 'september']"
9523,Canada,https://www.idp.com/global/Categories/Business/Human-resource-Management/Bachelor-of-Business-Administration-in-Human-Resources/p/PRG-CA-00093176,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9524,Canada,https://www.idp.com/global/Categories/Concordia-University/Bachelor-of-Commerce-in-Business-Technology-Management/p/PRG-CA-00097667,4 Year(s),7.0 IELTS,Bachelor Degree,"['january', 'september']"
9525,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Master-of-Business-Administration-Juris-Doctor/p/PRG-CA-00150118,4 Year(s),7.0 IELTS,Masters Degree,['september']
9526,Canada,https://www.idp.com/global/Categories/Business/International-Business/Master-of-Business-Administration-in-International-Business/p/PRG-CA-00150120,20 Month(s),7.0 IELTS,Masters Degree,['september']
9527,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Master-of-Business-Administration-in-Natural-Resources-Energy-and-Environment/p/PRG-CA-00150123,20 Month(s),7.0 IELTS,Masters Degree,['september']
9528,Canada,https://www.idp.com/global/Categories/Business/Sales-And-Marketing/Bachelor-of-Commerce-in-Retailing-and-Services/p/PRG-CA-00150126,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9529,Canada,https://www.idp.com/global/Categories/Concordia-University/Graduate-Certificate-in-Business-Administration/p/PRG-CA-00150589,1 Semester(s),7.0 IELTS,Graduate Certificate,"['january', 'september']"
9530,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Bachelor-of-Commerce-in-Operations-Management/p/PRG-CA-00182824,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9531,Canada,https://www.idp.com/global/Categories/Humber-Institute-of-Technology-%26-Advanced-Learning/Bachelor-of-Commerce-in-Digital-Business-Management-Honours/p/PRG-CA-00208534,8 Semester(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
9532,Canada,https://www.idp.com/global/Categories/Business/Sports-Management/Bachelor-of-Arts-in-Physical-Education-Augustana-Campus/p/PRG-CA-00222808,4 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
9533,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Bachelor-of-Commerce-in-Human-Resources-Management/p/PRG-CA-00222824,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9534,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Bachelor-of-Commerce-in-Marketing/p/PRG-CA-00222829,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9535,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Bachelor-of-Commerce-in-Latin-American-Business-Studies/p/PRG-CA-00222828,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9536,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Bachelor-of-Commerce-in-Strategic-Management-and-Organization/p/PRG-CA-00222835,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9537,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Bachelor-of-Design-Business-and-Marketing-Route/p/PRG-CA-00222974,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9538,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Bachelor-of-Kinesiology-Sport-Coaching/p/PRG-CA-00223202,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9539,Canada,https://www.idp.com/global/Categories/Business/Sports-Management/Bachelor-of-Kinesiology-Adapted-Physical-Activity/p/PRG-CA-00223201,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9540,Canada,https://www.idp.com/global/Categories/Business/Sports-Management/Bachelor-of-Kinesiology-Sport-Performance/p/PRG-CA-00223204,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9541,Canada,https://www.idp.com/global/Categories/Business/Sports-Management/Bachelor-of-Kinesiology-Bachelor-of-Education-in-Elementary-Education/p/PRG-CA-00223206,5 Year(s),6.5 IELTS,Bachelor Degree,['september']
9542,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Master-of-Business-Administration-in-Sustainability/p/PRG-CA-00223362,20 Month(s),7.0 IELTS,Masters Degree,['september']
9543,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Master-of-Business-Administration-Doctor-of-Medicine/p/PRG-CA-00223372,5 Year(s),7.0 IELTS,Masters Degree,['september']
9544,Canada,https://www.idp.com/global/Categories/Humber-Institute-of-Technology-%26-Advanced-Learning/Ontario-Graduate-Certificate-in-Sport-Business-Management/p/PRG-CA-00245975,2 Semester(s),6.5 IELTS,Graduate Certificate,['september']
9545,Canada,https://www.idp.com/global/Categories/Concordia-University/Master-of-Supply-Chain-Management/p/PRG-CA-00250570,4 Semester(s),7.0 IELTS,Masters Degree,['september']
9546,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Bachelor-of-Commerce-in-European-Business-Studies/p/PRG-CA-00264378,4 Year(s),6.5 IELTS,Bachelor Degree,['september']
9547,Canada,https://www.idp.com/global/Categories/University-of-Alberta/Master-of-Business-Administration-in-Operations-and-Business-Analytics/p/PRG-CA-00265248,20 Month(s),7.0 IELTS,Masters Degree,['september']
