,location,course_link,duration,entry_score,course_qualification,intakes
8868,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Political-Science-Gender-and-Politics-Honours/p/PRG-CA-00217462,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8869,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Political-Science-Public-Affairs-and-Policy-Analysis-Honours/p/PRG-CA-00217467,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8870,United States,https://www.idp.com/global/Categories/University-of-California---San-Diego/Master-of-Advanced-Studies-in-International-Affairs/p/PRG-US-00360671,9 Month(s),7.0 IELTS,Masters Degree,['september']
8871,United States,https://www.idp.com/global/Categories/Colorado-State-University---INTO-USA/Bachelor-of-Social-Work-in-Addictions-Counseling/p/PRG-US-00360688,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'may', 'august']"
8872,United States,https://www.idp.com/global/Categories/University-of-California---San-Diego/Master-of-Arts-in-Latin-American-Studies-Cultural-Studies/p/PRG-US-00360694,4 Semester(s),7.0 IELTS,Masters Degree,['september']
8873,United States,https://www.idp.com/global/Categories/University-of-California---San-Diego/Master-of-Arts-in-Latin-American-Studies-Gender-Studies/p/PRG-US-00360695,4 Semester(s),7.0 IELTS,Masters Degree,['september']
8874,United States,https://www.idp.com/global/Categories/University-of-California---San-Diego/Master-of-Arts-in-Latin-American-Studies-Sociology/p/PRG-US-00360701,4 Semester(s),7.0 IELTS,Masters Degree,['september']
8875,United States,https://www.idp.com/global/Categories/Colorado-State-University---INTO-USA/Bachelor-of-Arts-in-Political-Science-Environmental-Politics-and-Policy/p/PRG-US-00360797,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'may', 'august']"
8876,United States,https://www.idp.com/global/Categories/Colorado-State-University---INTO-USA/Bachelor-of-Arts-in-Sociology/p/PRG-US-00360807,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'may', 'august']"
8877,United States,https://www.idp.com/global/Categories/Colorado-State-University---INTO-USA/Bachelor-of-Arts-in-Sociology-Environmental-Sociology/p/PRG-US-00360821,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'may', 'august']"
8878,Canada,https://www.idp.com/global/Categories/Memorial-University-of-Newfoundland/International-Bachelor-of-Arts-in-Anthropology/p/PRG-CA-00361189,4 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'may', 'september']"
8879,United States,https://www.idp.com/global/Categories/University-of-California---San-Diego/Bachelor-of-Science-in-Biological-Anthropology/p/PRG-US-00361162,8 Semester(s),7.0 IELTS,Bachelor Degree,['september']
8880,United States,https://www.idp.com/global/Categories/University-of-California---San-Diego/Bachelor-of-Arts-in-Anthropology-Sociocultural-Concentration/p/PRG-US-00361160,8 Semester(s),7.0 IELTS,Bachelor Degree,['september']
8881,United States,https://www.idp.com/global/Categories/Colorado-State-University---INTO-USA/Master-of-Arts-in-Anthropology-The-Anthropology-of-Health-and-Well-Being/p/PRG-US-00361248,4 Semester(s),6.5 IELTS,Masters Degree,['august']
8882,United States,https://www.idp.com/global/Categories/Colorado-State-University---INTO-USA/Master-of-Social-Work-Advanced-Standing/p/PRG-US-00361240,2 Semester(s),6.5 IELTS,Masters Degree,['may']
8883,Canada,https://www.idp.com/global/Categories/Trent-University/Bachelor-of-Arts-in-Anthropology-Environmental-Archaeology/p/PRG-CA-00361403,6 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
8884,Canada,https://www.idp.com/global/Categories/Trent-University/Bachelor-of-Science-in-Anthropology-Honours-Mediterranean-Archaeology/p/PRG-CA-00361470,8 Semester(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8885,Canada,https://www.idp.com/global/Categories/Memorial-University-of-Newfoundland/Graduate-Diploma-in-Anthropology/p/PRG-CA-00361476,1 Year(s),6.5 IELTS,Graduate Diploma,['september']
8886,Canada,https://www.idp.com/global/Categories/Trent-University/Bachelor-of-Arts-in-Sociology-Honours-Social-Justice-and-Equity-Studies/p/PRG-CA-00361478,8 Semester(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8887,United Kingdom,https://www.idp.com/global/Categories/King%27s-College-London/MA-International-Relations-and-Contemporary-War-OnlineDistance-Learning/p/PRG-UK-00361502,2 Year(s),7.0 IELTS,Masters Degree (Taught),['september']
8888,United States,https://www.idp.com/global/Categories/Colorado-State-University---INTO-USA/Doctor-of-Philosophy-in-Political-Science-Environmental-Politics-and-Policy/p/PRG-US-00361493,6 Semester(s),6.0 IELTS,Ph.D.,['august']
8889,United States,https://www.idp.com/global/Categories/Colorado-State-University---INTO-USA/Doctor-of-Philosophy-in-Anthropology-Place-Space-and-Adaptation/p/PRG-US-00361480,6 Semester(s),6.5 IELTS,Ph.D.,['august']
8890,United States,https://www.idp.com/global/Categories/Texas-Tech-University/Bachelor-of-Arts-in-Political-Science-American-Politics/p/PRG-US-00361604,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'june', 'august']"
8891,Canada,https://www.idp.com/global/Categories/University-of-Victoria/Doctor-of-Philosophy-in-Gender-studies/p/PRG-CA-00361720,4 Year(s),6.5 IELTS,Ph.D.,"['january', 'september']"
8892,Australia,https://www.idp.com/global/Categories/Excelsia-College/Master-of-Social-Work-Qualifying/p/PRG-AU-00361769,2 Year(s),6.5 IELTS,Postgraduate Qualifying Program,"['march', 'august']"
8893,Canada,https://www.idp.com/global/Categories/University-of-Victoria/Master-of-Arts-in-Pacific-and-Asian-Studies-Literary-and-Textual-Studies/p/PRG-CA-00361757,2 Year(s),6.5 IELTS,Masters Degree,['september']
8894,Canada,https://www.idp.com/global/Categories/University-of-Victoria/Master-of-Social-Work/p/PRG-CA-00361796,1 Year(s),6.5 IELTS,Masters Degree,['september']
8895,Canada,https://www.idp.com/global/Categories/University-of-Victoria/Master-of-Social-Work-Advanced/p/PRG-CA-00361797,2 Year(s),6.5 IELTS,Masters Degree,['september']
8896,Canada,https://www.idp.com/global/Categories/University-of-Victoria/Master-of-Social-Work-Indigenous-specialization/p/PRG-CA-00361798,2 Year(s),6.5 IELTS,Masters Degree,['september']
8897,New Zealand,https://www.idp.com/global/Categories/The-University-of-Otago/Bachelor-of-Arts-and-Commerce-Asian-Studies/p/PRG-NZ-00362019,4 Year(s),6.0 IELTS,Bachelor Degree,"['feb', 'july']"
8898,New Zealand,https://www.idp.com/global/Categories/The-University-of-Otago/Bachelor-of-Arts-and-Commerce-Classics/p/PRG-NZ-00362033,4 Year(s),6.0 IELTS,Bachelor Degree,"['feb', 'july']"
8899,New Zealand,https://www.idp.com/global/Categories/The-University-of-Otago/Bachelor-of-Arts-and-Commerce-European-Studies/p/PRG-NZ-00362113,4 Year(s),6.0 IELTS,Bachelor Degree,"['feb', 'july']"
8900,Canada,https://www.idp.com/global/Categories/North-Island-College/Social-Service-Diploma/p/PRG-CA-00226849,2 Year(s),6.0 IELTS,Bachelor Degree,['september']
8901,Canada,https://www.idp.com/global/Categories/Political-and-Social-Sciences/Social-Science/Bachelor-of-Arts-in-Social-Sciences/p/PRG-CA-00244363,4 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'april', 'september']"
8902,Canada,https://www.idp.com/global/Categories/Brock-University/Master-of-Arts-in-Social-Justice-and-Equity-Studies-Thesis/p/PRG-CA-00245264,2 Year(s),6.5 IELTS,Masters Degree,['september']
8903,Canada,https://www.idp.com/global/Categories/Brock-University/Master-of-Arts-in-Popular-Culture-Thesis/p/PRG-CA-00245272,2 Year(s),6.5 IELTS,Masters Degree,['september']
8904,Canada,https://www.idp.com/global/Categories/Political-and-Social-Sciences/Sociology/Master-of-Arts-in-Critical-Sociology-Thesis/p/PRG-CA-00245276,2 Year(s),6.5 IELTS,Masters Degree,['september']
8905,Canada,https://www.idp.com/global/Categories/Seneca-College/Honours-Bachelor-of-Behavioural-Psychology/p/PRG-CA-00247114,8 Semester(s),6.5 IELTS,Bachelor Degree with Honours,"['may', 'september']"
8906,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Political-Science-Canadian-Politics-General/p/PRG-CA-00249187,3 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
8907,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Political-Science-International-Relations-General/p/PRG-CA-00249199,3 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
8908,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Political-Science-North-American-Politics-General/p/PRG-CA-00249204,3 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
8909,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Political-Science-Political-Theory-General/p/PRG-CA-00249209,3 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
8910,United States,https://www.idp.com/global/Categories/Columbia-University/Master-of-Arts-in-Political-Science-Comparative-Politics/p/PRG-US-00364155,2 Semester(s),7.5 IELTS,Masters Degree,['september']
8911,United States,https://www.idp.com/global/Categories/Columbia-University/Doctor-of-Philosophy-in-History-United-States/p/PRG-US-00364151,6 Semester(s),7.5 IELTS,Ph.D.,['september']
8912,United States,https://www.idp.com/global/Categories/Columbia-University/Doctor-of-Philosophy-in-Political-Science-American-Politics/p/PRG-US-00364161,6 Semester(s),7.5 IELTS,Ph.D.,['september']
8913,United States,https://www.idp.com/global/Categories/Columbia-University/Master-of-Arts-in-Political-Science-Political-Economy/p/PRG-US-00364158,2 Semester(s),7.5 IELTS,Masters Degree,['september']
