,area of study,course_name,university_name,course_fee,course_link
2269,chemistry,Bachelors of Engineering (Honours)/Economics - Chemical Engineering,The University of Queensland,"AUD 243,848",https://www.idp.com/global/Categories/The-University-of-Queensland/Bachelors-of-Engineering-HonoursEconomics-Chemical-Engineering/p/PRG-AU-00114900
2270,chemistry,Doctor of Philosophy (Chemical Sciences),University of Tasmania (UTAS),"AUD 153,568",https://www.idp.com/global/Categories/University-of-Tasmania-%28UTAS%29/Doctor-of-Philosophy-Chemical-Sciences/p/PRG-AU-00165717
2271,chemistry,Bachelor of Medical Laboratory Science (Honours),Griffith University,"AUD 32,500",https://www.idp.com/global/Categories/Griffith-University/Bachelor-of-Medical-Laboratory-Science-Honours/p/PRG-AU-00171897
2272,chemistry,Bachelors of Music (Honours)/Science - Chemistry,The University of Queensland,"AUD 203,840",https://www.idp.com/global/Categories/The-University-of-Queensland/Bachelors-of-Music-HonoursScience-Chemistry/p/PRG-AU-00212026
2273,chemistry,Bachelors of Music (Honours)/Science - Chemical Science,The University of Queensland,"AUD 203,840",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/Bachelors-of-Music-HonoursScience-Chemical-Science/p/PRG-AU-00212025
2274,chemistry,Bachelor of Engineering (Honours)/Master of Biomedical Engineering - Chemi...,The University of New South Wales,"AUD 238,800",https://www.idp.com/global/Categories/The-University-of-New-South-Wales/Bachelor-of-Engineering-HonoursMaster-of-Biomedical-Engineering-Chemical-Engineering/p/PRG-AU-00220737
2275,chemistry,Bachelor of Science - Chemistry,University of Tasmania (UTAS),"AUD 101,850",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/Bachelor-of-Science-Chemistry/p/PRG-AU-00239239
2276,chemistry,Bachelor of Science Advanced (Honours) - Chemistry (Specialisation),Griffith University,"AUD 132,000",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/Bachelor-of-Science-Advanced-Honours-Chemistry-Specialisation/p/PRG-AU-00266994
2277,chemistry,BSc (Hons) Chemistry,Lancaster University,"GBP 67,650",https://www.idp.com/global/Categories/Lancaster-University/BSc-Hons-Chemistry/p/PRG-UK-00104279
2278,chemistry,MPhil in Chemistry,University of St Andrews,"GBP 40,740",https://www.idp.com/global/Categories/University-of-St-Andrews/MPhil-in-Chemistry/p/PRG-UK-00104315
2279,chemistry,BSc (Honours) Chemistry,Sheffield Hallam University,"GBP 41,985",https://www.idp.com/global/Categories/Sheffield-Hallam-University/BSc-Honours-Chemistry/p/PRG-UK-00113628
2280,chemistry,Chemistry (Study Abroad) MChem Hons,Lancaster University,"GBP 90,200",https://www.idp.com/global/Categories/Lancaster-University/Chemistry-Study-Abroad-MChem-Hons/p/PRG-UK-00204065
2281,chemistry,BSc (Hons) Chemistry,University of Salford,"GBP 46,800",https://www.idp.com/global/Categories/University-of-Salford/BSc-Hons-Chemistry/p/PRG-UK-00241428
2282,chemistry,BEng (Honours) Chemical Engineering with Foundation Year,Sheffield Hallam University,"GBP 55,980",https://www.idp.com/global/Categories/Sheffield-Hallam-University/BEng-Honours-Chemical-Engineering-with-Foundation-Year/p/PRG-UK-00305496
2283,chemistry,PhD Chemistry - Chemical Theory and Computation,Lancaster University,"GBP 66,750",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/PhD-Chemistry-Chemical-Theory-and-Computation/p/PRG-UK-00314035
2284,chemistry,B.Eng Chemical and Energy Engineering - University of Leeds,Study Group UK,,https://www.idp.com/global/Categories/Study-Group-UK/BEng-Chemical-and-Energy-Engineering-University-of-Leeds/p/PRG-UK-00330172
2285,chemistry,MEng (Hons) Chemical Engineering with Year Abroad,Queen Mary University of London,"GBP 112,500",https://www.idp.com/global/Categories/Chemistry/Chemical-Engineering/MEng-Hons-Chemical-Engineering-with-Year-Abroad/p/PRG-UK-00335447
2286,chemistry,MPhil in Chemistry - Catalysis and Synthesis,University of St Andrews,"GBP 40,740",https://www.idp.com/global/Categories/University-of-St-Andrews/MPhil-in-Chemistry-Catalysis-and-Synthesis/p/PRG-UK-00342416
2287,chemistry,Phd in Chemistry - Functional Materials,University of St Andrews,"GBP 67,410",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/Phd-in-Chemistry-Functional-Materials/p/PRG-UK-00342411
2288,chemistry,Phd in Chemistry - Catalysis and synthesis,University of St Andrews,"GBP 67,410",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/Phd-in-Chemistry-Catalysis-and-synthesis/p/PRG-UK-00342409
2289,chemistry,"Phd in Chemistry - Energy, environmental and sustainable chemistry",University of St Andrews,"GBP 67,410",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/Phd-in-Chemistry-Energy-environmental-and-sustainable-chemistry/p/PRG-UK-00342410
2290,chemistry,MSc (Res) in Chemistry - Functional Materials,University of St Andrews,"GBP 22,470",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/MSc-Res-in-Chemistry-Functional-Materials/p/PRG-UK-00342434
2291,chemistry,MSc (Res) in Chemistry - Catalysis and Synthesis,University of St Andrews,"GBP 22,470",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/MSc-Res-in-Chemistry-Catalysis-and-Synthesis/p/PRG-UK-00342431
2292,chemistry,"MSc (Res) in Chemistry - Energy, environmental and sustainable chemistry",University of St Andrews,"GBP 22,470",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/MSc-Res-in-Chemistry-Energy-environmental-and-sustainable-chemistry/p/PRG-UK-00342432
2293,chemistry,"MPhil in Chemistry - Energy, environmental and sustainable chemistry",University of St Andrews,"GBP 40,740",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/MPhil-in-Chemistry-Energy-environmental-and-sustainable-chemistry/p/PRG-UK-00342419
2294,chemistry,MSc (Res) in Chemistry - Structural chemistry and chemical dynamics,University of St Andrews,"GBP 22,470",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/MSc-Res-in-Chemistry-Structural-chemistry-and-chemical-dynamics/p/PRG-UK-00342435
2295,chemistry,Phd in Chemistry - Structural chemistry and chemical dynamics,University of St Andrews,"GBP 67,410",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/Phd-in-Chemistry-Structural-chemistry-and-chemical-dynamics/p/PRG-UK-00342413
2296,chemistry,B.Eng Chemical Engineering with foundation year (University of Surrey),Study Group UK,"GBP 86,800",https://www.idp.com/global/Categories/Study-Group-UK/BEng-Chemical-Engineering-with-foundation-year-University-of-Surrey/p/PRG-UK-00343382
2297,chemistry,B.Eng Chemical Engineering with foundation year and professional training(...,Study Group UK,"GBP 107,500",https://www.idp.com/global/Categories/Study-Group-UK/BEng-Chemical-Engineering-with-foundation-year-and-professional-trainingUniversity-of-Surrey/p/PRG-UK-00343383
2298,chemistry,BSc (Hons) Chemical Engineering with Chemistry with Sandwich Placement,University of Wolverhampton,"GBP 53,800",https://www.idp.com/global/Categories/University-of-Wolverhampton/BSc-Hons-Chemical-Engineering-with-Chemistry-with-Sandwich-Placement/p/PRG-UK-00349991
2299,chemistry,MSci (Hons) Chemistry with Foundation Year,University of Birmingham,"GBP 117,000",https://www.idp.com/global/Categories/University-of-Birmingham/MSci-Hons-Chemistry-with-Foundation-Year/p/PRG-UK-00371152
2300,chemistry,Bachelor of Science in Chemistry,Eastern Michigan University,"USD 115,232",https://www.idp.com/global/Categories/Eastern-Michigan-University/Bachelor-of-Science-in-Chemistry/p/PRG-US-00229733
2301,chemistry,Bachelor of Science in Forensic Chemistry,Loyola University in New Orleans - Wellspring,"USD 161,152",https://www.idp.com/global/Categories/Loyola-University-in-New-Orleans---Wellspring/Bachelor-of-Science-in-Forensic-Chemistry/p/PRG-US-00287545
2302,chemistry,Bachelor of Science in Chemistry (Teacher Education),Loyola University in New Orleans - Wellspring,"USD 161,152",https://www.idp.com/global/Categories/Loyola-University-in-New-Orleans---Wellspring/Bachelor-of-Science-in-Chemistry-Teacher-Education/p/PRG-US-00287546
2303,chemistry,Bachelor of Science in Chemistry (Honours),Loyola University in New Orleans - Wellspring,"USD 161,152",https://www.idp.com/global/Categories/Loyola-University-in-New-Orleans---Wellspring/Bachelor-of-Science-in-Chemistry-Honours/p/PRG-US-00287702
2304,chemistry,Bachelor of Science in Chemistry,Baylor University - International Study Center (StudyGroup),"USD 178,176",https://www.idp.com/global/Categories/Baylor-University---International-Study-Center-%28StudyGroup%29/Bachelor-of-Science-in-Chemistry/p/PRG-US-00289168
2305,chemistry,Bachelor of Arts in Chemistry,University of Indianapolis,"USD 127,888",https://www.idp.com/global/Categories/University-of-Indianapolis/Bachelor-of-Arts-in-Chemistry/p/PRG-US-00313777
2306,chemistry,MChem (Hons) Chemistry (Foundation Entry),University of Central Lancashire,"GBP 68,500",https://www.idp.com/global/Categories/University-of-Central-Lancashire/MChem-Hons-Chemistry-Foundation-Entry/p/PRG-UK-00169917
2307,chemistry,BSc (Hons) Chemistry (Foundation Entry),University of Central Lancashire,"GBP 54,800",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/BSc-Hons-Chemistry-Foundation-Entry/p/PRG-UK-00169937
2308,chemistry,BEng (Hons) Chemical and Nuclear Engineering,University of Leeds,"GBP 71,250",https://www.idp.com/global/Categories/University-of-Leeds/BEng-Hons-Chemical-and-Nuclear-Engineering/p/PRG-UK-00171150
2309,chemistry,MSc by Research in Chemical and Process Engineering,University of Leeds,"GBP 23,750",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/MSc-by-Research-in-Chemical-and-Process-Engineering/p/PRG-UK-00171854
2310,chemistry,Bachelor of Science / Master of Science in Chemical Engineering,University of Tulsa,"USD 214,750",https://www.idp.com/global/Categories/University-of-Tulsa/Bachelor-of-Science-Master-of-Science-in-Chemical-Engineering/p/PRG-US-00047537
2311,chemistry,Master of Engineering in Chemical Engineering,University of Tulsa,"USD 45,792",https://www.idp.com/global/Categories/Chemistry/Chemical-Engineering/Master-of-Engineering-in-Chemical-Engineering/p/PRG-US-00047538
2312,chemistry,Bachelor of Science in Chemistry,University of Denver,"USD 210,384",https://www.idp.com/global/Categories/University-of-Denver/Bachelor-of-Science-in-Chemistry/p/PRG-US-00047901
2313,chemistry,Master of Science in Colloidal Chemistry and Fiber Flocculation,SUNY College of Environmental Science and Forestry,"USD 35,340",https://www.idp.com/global/Categories/SUNY-College-of-Environmental-Science-and-Forestry/Master-of-Science-in-Colloidal-Chemistry-and-Fiber-Flocculation/p/PRG-US-00048371
2314,chemistry,Doctor of Philosophy in Colloidal Chemistry and Fiber Flocculation,SUNY College of Environmental Science and Forestry,"USD 70,680",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/Doctor-of-Philosophy-in-Colloidal-Chemistry-and-Fiber-Flocculation/p/PRG-US-00048370
2315,chemistry,Bachelor of Science in Chemistry,SUNY College of Environmental Science and Forestry,"USD 76,200",https://www.idp.com/global/Categories/SUNY-College-of-Environmental-Science-and-Forestry/Bachelor-of-Science-in-Chemistry/p/PRG-US-00048483
2316,chemistry,Bachelor of Science in Chemistry,University of California - Santa Cruz,"USD 174,972",https://www.idp.com/global/Categories/University-of-California---Santa-Cruz/Bachelor-of-Science-in-Chemistry/p/PRG-US-00048511
2317,chemistry,Bachelor of Science in Adolescence Education - Chemistry (7-12),SUNY College at Old Westbury,"USD 67,920",https://www.idp.com/global/Categories/SUNY-College-at-Old-Westbury/Bachelor-of-Science-in-Adolescence-Education-Chemistry-7-12/p/PRG-US-00051240
2318,chemistry,Master of Science in Chemistry,"California State University, Fresno","USD 25,020",https://www.idp.com/global/Categories/California-State-University%2C-Fresno/Master-of-Science-in-Chemistry/p/PRG-US-00051298
2319,chemistry,Doctor of Philosophy in Chemistry - Environmental Chemistry,Florida International University,"USD 81,135",https://www.idp.com/global/Categories/Florida-International-University/Doctor-of-Philosophy-in-Chemistry-Environmental-Chemistry/p/PRG-US-00051864
2320,chemistry,Bachelor of Arts in Chemistry - Forensic Chemistry,Florida International University,"USD 74,264",https://www.idp.com/global/Categories/Florida-International-University/Bachelor-of-Arts-in-Chemistry-Forensic-Chemistry/p/PRG-US-00051926
